-,-,-,-,-,-,-,-,-,-,-,-
0.38,0.53,-0.16,-18.31,6.71,-5.37,0.67,20.23,2,192,88,19
-0.33,0.07,-0.01,14.53,23.93,75.26,0.33,80.29,3,185,60,21
0.29,1.58,-0.74,76.05,15.56,124.57,1.77,146.78,3,170,53,28
0.17,1.10,-0.10,62.62,-16.30,26.12,1.12,69.78,4,167,63,27
0.21,1.03,-0.07,-12.70,-0.55,-29.60,1.05,32.21,3,167,71,26
0.45,0.90,-0.15,-48.65,-8.67,-104.61,1.02,115.70,3,175,73,20
0.38,0.95,-0.22,-9.83,-2.32,-59.08,1.05,59.94,2,195,72,14
0.43,0.99,-0.35,6.10,-8.24,-49.99,1.14,51.03,2,225,72,13
0.42,0.95,-0.23,15.26,-12.02,-51.51,1.07,55.06,2,263,61,5
0.42,0.70,-0.14,5.68,-6.90,-51.64,0.83,52.40,1,307,54,8
0.46,0.70,-0.20,-6.65,0.85,-36.25,0.86,36.87,1,359,42,7
0.48,0.83,-0.30,-2.99,-2.38,-27.28,1.00,27.55,1,411,43,6
0.52,1.11,-0.35,15.56,-14.40,-39.31,1.28,44.66,1,433,52,5
0.52,1.15,-0.20,21.85,-23.25,-71.35,1.28,78.16,1,477,54,4
0.51,0.98,-0.17,13.92,-14.34,-98.27,1.11,100.28,1,578,49,5
0.54,0.70,-0.13,0.67,-7.63,-112.61,0.89,112.87,1,671,43,14
0.56,0.27,-0.08,-10.68,-0.79,-81.54,0.62,82.24,1,724,40,16
0.63,0.25,-0.15,-11.90,3.17,-47.06,0.69,48.64,1,731,37,19
0.67,0.23,-0.20,-3.54,3.48,-11.41,0.73,12.45,1,730,40,16
0.68,0.50,-0.18,1.46,2.62,19.35,0.86,19.58,1,719,43,14
0.67,0.73,-0.20,2.01,3.85,31.92,1.02,32.22,1,714,42,13
0.71,1.00,-0.27,5.92,0.49,19.59,1.25,20.47,1,712,44,13
0.69,1.00,-0.18,9.09,-4.52,-8.18,1.23,13.04,1,723,42,12
0.67,0.80,-0.12,2.01,-1.46,-29.91,1.05,30.01,1,741,40,15
0.68,0.71,-0.21,-3.54,2.32,-35.95,1.00,36.20,1,768,35,17
0.73,0.84,-0.26,15.50,-3.05,-45.35,1.14,48.02,1,786,35,21
0.72,0.79,-0.15,5.80,-6.16,-51.33,1.08,52.02,1,800,32,23
0.76,0.76,-0.02,0.06,1.77,-57.19,1.07,57.22,1,816,24,25
0.84,0.78,-0.15,5.49,8.61,-53.41,1.16,54.37,1,832,20,21
0.85,0.39,-0.21,16.60,9.09,-35.34,0.96,40.09,1,842,15,22
0.79,0.48,-0.11,14.10,9.89,-9.52,0.93,19.68,1,852,9,20
1.24,0.16,-0.40,32.17,12.57,11.11,1.31,36.28,1,860,6,23
1.34,0.24,-0.34,-3.66,10.07,-43.95,1.41,45.23,1,853,5,21
1.03,0.07,-0.28,-4.03,4.03,-85.39,1.07,85.58,1,856,5,23
0.82,-0.01,-0.30,-15.44,4.46,-64.27,0.87,66.25,1,857,7,24
0.59,0.39,-0.31,-21.18,-0.43,-78.86,0.77,81.65,1,850,8,25
0.03,0.58,-0.25,-42.30,-19.78,-73.91,0.63,87.43,1,845,10,24
0.40,1.10,0.04,-43.52,-39.98,-7.81,1.18,59.61,1,842,11,23
0.87,0.82,0.51,-42.11,-27.71,-58.17,1.30,76.97,1,829,19,29
1.11,0.14,0.23,-1.10,29.54,-19.23,1.14,35.26,1,793,27,24
1.20,0.92,-0.79,-14.95,45.04,11.17,1.70,48.76,1,791,28,21
1.10,0.87,-0.54,-9.40,2.93,-17.82,1.50,20.36,1,795,26,21
0.89,0.43,-0.09,-0.06,-9.16,-33.02,0.99,34.27,1,834,20,23
0.79,0.24,-0.03,-3.91,5.80,-33.75,0.82,34.47,1,845,20,23
0.86,0.07,-0.20,-7.08,10.93,-27.04,0.89,30.01,1,848,19,24
0.91,0.02,-0.32,-3.30,6.90,-10.13,0.96,12.69,1,841,21,25
0.91,0.15,-0.23,1.16,1.34,5.07,0.95,5.37,1,831,21,23
0.92,0.39,-0.23,4.88,1.65,12.94,1.03,13.93,1,814,23,24
0.97,0.46,-0.27,6.71,-1.34,10.74,1.10,12.74,1,807,25,23
0.93,0.45,-0.19,6.29,-2.20,4.82,1.05,8.22,1,800,26,24
0.91,0.44,-0.18,2.62,0.73,-2.62,1.02,3.78,1,800,25,22
0.92,0.37,-0.19,-0.73,2.08,-9.89,1.01,10.13,1,794,26,23
0.91,0.31,-0.22,-0.49,3.23,-10.19,0.99,10.71,1,790,25,24
0.89,0.24,-0.18,-0.98,4.46,-7.57,0.94,8.84,1,793,22,22
0.91,0.26,-0.24,-0.43,5.62,-3.05,0.97,6.41,1,787,24,23
0.92,0.25,-0.25,1.53,3.05,0.85,0.99,3.52,1,785,25,22
0.92,0.26,-0.24,2.81,0.37,5.98,0.98,6.62,1,777,28,22
0.90,0.33,-0.18,1.53,0.49,7.69,0.97,7.86,1,773,29,22
0.92,0.38,-0.20,-0.06,2.75,6.04,1.02,6.64,1,761,30,20
0.94,0.39,-0.24,-0.31,3.48,4.09,1.04,5.38,1,759,30,22
0.93,0.41,-0.24,0.61,2.08,0.55,1.05,2.23,1,756,29,20
0.92,0.38,-0.21,0.18,1.28,-4.21,1.01,4.41,1,751,30,21
0.90,0.30,-0.21,-0.67,2.62,-4.58,0.97,5.32,1,748,30,21
0.90,0.27,-0.22,-0.85,3.48,-2.62,0.96,4.44,1,744,30,23
0.90,0.27,-0.21,-0.98,3.66,0.55,0.96,3.83,1,739,30,21
0.90,0.28,-0.22,-0.61,4.03,4.03,0.97,5.73,1,736,30,20
0.91,0.30,-0.24,0.24,4.21,6.53,0.98,7.77,1,729,31,19
0.91,0.28,-0.25,3.23,3.23,9.64,0.98,10.67,1,718,33,17
0.92,0.26,-0.26,5.19,0.31,15.38,0.99,16.24,1,717,33,18
0.89,0.29,-0.19,3.78,1.53,21.55,0.96,21.93,1,723,34,16
0.84,0.34,-0.09,-6.35,8.30,23.19,0.91,25.44,1,739,34,13
0.92,0.53,-0.44,-3.72,13.24,12.15,1.15,18.35,1,733,34,15
0.95,0.51,-0.32,0.85,2.56,4.33,1.12,5.11,1,732,33,15
0.91,0.48,-0.24,2.44,-1.65,-1.95,1.05,3.53,1,734,34,16
0.88,0.41,-0.21,1.28,-0.67,-7.51,1.00,7.65,1,735,35,17
0.87,0.33,-0.20,-1.40,1.89,-10.44,0.95,10.70,1,734,35,17
0.87,0.27,-0.22,-2.14,4.27,-7.08,0.94,8.54,1,725,34,16
0.88,0.23,-0.28,0.67,3.72,-0.85,0.95,3.88,1,711,36,14
0.88,0.21,-0.26,5.37,1.10,9.83,0.94,11.25,1,700,36,13
0.88,0.25,-0.27,10.19,-1.65,22.83,0.96,25.05,1,693,36,12
1.05,1.05,0.10,75.20,-14.83,-4.58,1.49,76.78,1,690,38,20
0.92,0.36,-0.18,1.83,0.79,-2.75,1.00,3.40,1,683,38,22
0.90,0.40,-0.25,-2.93,2.69,2.20,1.02,4.54,1,676,36,19
0.88,0.39,-0.24,4.03,1.28,2.69,0.99,5.01,1,678,36,16
0.88,0.37,-0.23,6.84,0.12,0.55,0.98,6.86,1,684,35,15
0.88,0.39,-0.22,3.72,0.73,-1.10,0.99,3.95,1,680,35,20
0.88,0.40,-0.22,0.79,1.04,-1.83,0.99,2.25,1,682,39,17
0.90,0.37,-0.20,-5.74,2.87,-0.43,1.00,6.43,1,701,35,18
0.89,0.39,-0.21,-11.90,5.62,0.06,0.99,13.16,1,717,36,16
0.87,0.36,-0.24,-8.61,8.73,-6.04,0.97,13.67,1,720,36,15
0.90,0.33,-0.27,-6.41,7.26,-5.80,0.99,11.29,1,715,33,16
0.89,0.30,-0.29,-2.50,4.33,-1.04,0.99,5.11,1,707,35,12
0.88,0.27,-0.27,1.40,1.46,6.41,0.96,6.72,1,700,36,13
0.84,0.31,-0.21,18.49,-2.32,-0.92,0.92,18.66,1,689,37,15
0.89,0.36,-0.22,5.98,-0.18,-1.34,0.98,6.13,1,681,35,19
0.89,0.38,-0.24,-1.65,2.20,-0.67,1.00,2.83,1,678,38,17
0.89,0.39,-0.24,-2.99,2.87,0.85,1.00,4.23,1,688,36,15
1.02,0.48,-0.25,-5.43,5.49,4.76,1.16,9.07,1,757,30,11
0.97,0.52,-0.30,14.04,1.95,6.35,1.14,15.53,1,806,22,13
0.94,0.62,-0.23,16.72,-5.98,9.40,1.15,20.09,1,834,17,13
0.96,0.31,-0.28,25.70,-5.92,9.22,1.05,27.93,1,842,12,14
0.85,0.38,-0.19,19.78,-5.07,26.06,0.95,33.11,1,852,7,15
0.64,0.29,-0.14,35.71,-3.72,41.56,0.72,54.92,1,857,4,17
0.63,0.70,0.10,49.13,5.62,59.39,0.95,77.28,1,872,4,20
1.13,0.30,-0.27,68.54,39.25,-7.75,1.20,79.36,1,851,4,22
1.60,0.05,-0.76,-1.59,24.23,-118.35,1.77,120.81,1,816,9,20
0.65,0.06,-0.28,-74.34,-26.18,-127.44,0.71,149.84,1,799,13,17
0.31,0.25,-0.09,-34.12,-18.37,-17.82,0.41,42.65,1,792,13,16
0.82,0.77,-0.23,-53.34,-11.47,9.34,1.15,55.36,1,780,11,16
0.86,0.36,0.00,-67.08,-7.20,-20.39,0.94,70.48,1,773,15,15
0.90,0.43,0.23,-19.53,7.45,-8.54,1.02,22.58,1,765,14,15
0.96,0.52,-0.37,8.00,5.00,-11.47,1.15,14.85,1,763,19,25
1.12,0.19,-0.26,10.31,0.24,-8.36,1.16,13.28,1,784,19,25
1.07,0.37,-0.17,3.60,4.70,16.11,1.14,17.17,1,819,15,21
1.00,0.35,-0.15,17.88,9.89,24.66,1.07,32.03,1,844,12,19
0.92,0.21,-0.28,36.68,12.45,44.01,0.98,58.63,1,857,7,17
0.68,0.27,-0.54,24.84,4.82,80.75,0.91,84.62,1,856,3,22
0.74,0.59,-0.28,54.44,-17.40,101.75,0.99,116.70,1,863,1,24
0.64,0.48,-0.15,36.87,-36.32,122.31,0.82,132.81,1,865,1,23
0.67,0.52,-0.05,7.32,-18.13,96.37,0.85,98.34,1,853,2,23
0.81,0.68,0.01,9.09,5.25,50.96,1.06,52.03,1,847,3,21
0.94,0.38,-0.24,34.79,9.09,-12.94,1.05,38.22,1,847,3,22
0.90,0.21,-0.30,-7.93,-6.41,-58.65,0.97,59.53,1,838,3,21
0.76,0.31,0.08,-33.75,-1.89,-53.89,0.83,63.62,1,836,5,21
0.95,1.45,-0.34,-53.53,12.33,-37.29,1.77,66.39,1,836,11,32
0.73,0.50,-0.18,-15.38,1.22,-53.89,0.90,56.06,1,807,15,36
0.98,0.38,-0.16,-16.97,3.30,-49.07,1.06,52.03,1,772,19,36
1.03,0.48,-0.26,-21.73,5.62,-37.78,1.16,43.94,1,736,27,38
1.00,0.50,-0.26,-6.90,2.32,-18.07,1.15,19.48,1,702,32,45
0.92,0.45,-0.20,7.20,0.18,0.37,1.05,7.21,1,700,33,47
0.86,0.38,-0.20,8.12,0.67,5.55,0.97,9.86,1,710,31,40
0.86,0.38,-0.20,4.21,0.73,-0.12,0.96,4.28,1,719,31,40
0.86,0.40,-0.19,1.16,1.28,-3.48,0.97,3.88,1,706,34,42
0.88,0.43,-0.20,0.06,1.65,-4.09,1.00,4.41,1,704,36,44
0.90,0.41,-0.20,-15.44,1.34,-2.14,1.01,15.65,1,696,38,44
0.88,0.40,-0.20,-0.18,1.40,-1.53,0.99,2.08,1,691,38,45
0.88,0.39,-0.20,-1.10,1.40,-2.26,0.98,2.88,1,688,37,44
0.88,0.40,-0.20,-2.81,1.83,-2.99,0.99,4.49,1,683,39,44
0.89,0.40,-0.21,-2.75,1.83,-3.60,1.00,4.89,1,684,39,43
0.90,0.41,-0.21,-2.32,2.14,-2.75,1.01,4.18,1,679,39,45
0.90,0.41,-0.21,-0.98,1.89,-2.08,1.01,2.97,1,668,37,47
0.89,0.40,-0.21,0.67,1.40,-0.85,1.00,1.78,1,665,40,46
0.89,0.40,-0.21,0.98,1.34,-0.85,0.99,1.87,1,662,41,47
0.89,0.39,-0.21,1.16,1.22,-1.53,0.99,2.27,1,661,39,47
0.89,0.40,-0.21,0.85,1.28,-1.46,1.00,2.13,1,656,39,48
0.89,0.40,-0.21,1.16,1.28,-0.98,1.00,1.99,1,652,39,45
0.89,0.39,-0.20,1.40,1.40,-0.67,0.99,2.10,1,653,38,48
0.89,0.39,-0.20,0.73,1.53,-0.85,0.99,1.90,1,653,41,48
0.89,0.40,-0.21,-0.12,1.77,-0.92,0.99,2.00,1,650,39,47
0.89,0.39,-0.21,0.31,1.53,-0.85,1.00,1.78,1,649,42,48
0.89,0.39,-0.21,0.55,1.65,-0.85,0.99,1.94,1,648,39,47
0.89,0.40,-0.21,0.18,1.59,-0.73,1.00,1.76,1,649,40,46
0.89,0.39,-0.21,0.43,1.65,-0.85,1.00,1.90,1,648,41,47
0.89,0.40,-0.21,0.43,1.40,-0.98,0.99,1.76,1,647,40,48
0.89,0.40,-0.21,1.40,0.92,-0.85,1.00,1.88,1,644,40,46
0.89,0.39,-0.21,2.93,0.79,-0.73,0.99,3.12,1,643,42,48
0.88,0.39,-0.21,2.81,0.85,-1.10,0.99,3.13,1,641,39,48
0.88,0.39,-0.21,4.27,0.73,-1.65,0.99,4.64,1,641,39,48
0.89,0.39,-0.20,3.36,0.98,-1.59,0.99,3.84,1,644,43,47
0.90,0.39,-0.21,1.77,1.28,-1.34,1.00,2.56,1,640,42,48
0.89,0.39,-0.21,2.08,1.28,-0.98,0.99,2.63,1,639,41,46
0.89,0.39,-0.21,1.59,1.46,-1.10,0.99,2.42,1,637,40,47
0.89,0.39,-0.20,1.34,1.16,-1.65,0.99,2.42,1,633,40,48
0.90,0.39,-0.21,2.14,1.16,-1.71,1.00,2.97,1,634,43,47
0.89,0.39,-0.21,2.62,0.98,-1.40,1.00,3.13,1,632,40,50
0.89,0.39,-0.21,2.93,0.92,-1.28,1.00,3.33,1,635,43,51
0.89,0.38,-0.20,2.26,0.73,-1.46,0.99,2.79,1,638,40,52
0.90,0.40,-0.21,1.04,0.85,-0.92,1.00,1.63,1,635,40,55
0.89,0.40,-0.21,5.37,0.06,1.46,1.00,5.57,1,642,35,59
0.89,0.38,-0.20,6.96,-0.06,0.49,0.99,6.98,1,657,31,63
0.89,0.40,-0.20,5.25,0.49,2.20,1.00,5.71,1,671,30,66
0.89,0.40,-0.20,4.15,0.61,3.42,0.99,5.41,1,690,27,67
0.88,0.39,-0.20,1.65,1.40,0.85,0.98,2.33,1,692,28,68
0.88,0.40,-0.20,-0.85,1.77,-1.77,0.99,2.65,1,675,28,66
0.89,0.40,-0.20,-1.59,2.01,-2.81,0.99,3.80,1,662,29,68
0.88,0.39,-0.20,-1.34,1.95,-3.48,0.99,4.21,1,648,33,64
0.89,0.39,-0.20,-3.17,1.95,-5.43,0.99,6.59,1,632,34,63
0.89,0.38,-0.20,-3.66,2.14,-4.33,0.98,6.06,1,617,38,59
0.89,0.40,-0.21,-4.88,2.26,-3.85,1.00,6.61,1,607,40,54
0.90,0.39,-0.21,-3.17,2.01,-2.56,1.00,4.55,1,592,41,51
0.90,0.38,-0.21,-1.89,1.53,-1.83,1.00,3.04,1,592,40,53
0.89,0.38,-0.21,-1.10,1.71,-1.65,0.99,2.62,1,585,42,51
0.89,0.38,-0.21,-1.04,1.53,-1.83,0.99,2.60,1,582,41,50
0.90,0.38,-0.21,-0.67,1.59,-1.71,1.00,2.43,1,575,42,51
0.90,0.38,-0.21,-0.49,1.40,-1.53,1.00,2.13,1,569,44,52
0.90,0.38,-0.21,-0.12,1.53,-1.40,1.00,2.08,1,571,44,52
0.90,0.38,-0.21,0.37,1.34,-1.28,1.00,1.89,1,565,44,53
0.90,0.38,-0.21,0.55,1.16,-1.28,1.00,1.81,1,564,44,53
0.90,0.38,-0.21,0.67,1.28,-1.10,0.99,1.82,1,560,43,49
0.90,0.38,-0.21,0.55,1.34,-1.16,0.99,1.86,1,561,45,53
0.90,0.38,-0.21,0.37,1.34,-0.92,1.00,1.67,1,558,44,52
0.90,0.38,-0.21,0.43,1.46,-0.85,1.00,1.75,1,559,45,50
0.90,0.38,-0.21,0.61,1.40,-0.79,1.00,1.72,1,550,45,52
0.90,0.38,-0.21,0.43,1.28,-0.85,0.99,1.60,1,552,43,51
0.89,0.37,-0.21,0.67,1.46,-0.73,0.99,1.77,1,550,45,50
0.90,0.38,-0.21,0.06,1.34,-1.04,0.99,1.70,1,541,45,52
0.90,0.37,-0.21,0.37,1.46,-0.98,0.99,1.80,1,536,42,52
0.89,0.38,-0.21,0.06,1.40,-1.04,0.99,1.75,1,535,46,49
0.90,0.38,-0.21,0.61,1.53,-0.79,1.00,1.82,1,532,44,49
0.90,0.38,-0.21,0.55,1.53,-0.98,1.00,1.89,1,526,43,51
0.90,0.37,-0.21,0.43,1.46,-0.79,0.99,1.72,1,527,45,52
0.90,0.37,-0.21,0.85,1.59,-0.98,0.99,2.05,1,523,46,51
0.90,0.37,-0.22,0.67,1.53,-0.79,0.99,1.85,1,522,46,52
0.90,0.38,-0.22,0.92,1.53,-0.92,0.99,2.00,1,515,46,50
0.90,0.37,-0.22,1.04,1.46,-0.79,1.00,1.96,1,517,47,50
0.90,0.37,-0.22,1.16,1.40,-0.85,0.99,2.01,1,515,45,54
0.90,0.37,-0.22,1.10,1.04,-0.85,0.99,1.74,1,512,46,52
0.90,0.37,-0.21,1.34,1.16,-0.85,0.99,1.97,1,508,48,54
0.90,0.37,-0.22,0.92,1.53,-0.79,0.99,1.95,1,505,47,52
0.90,0.37,-0.21,0.92,1.28,-0.79,0.99,1.76,1,504,47,51
0.90,0.37,-0.22,0.92,1.40,-0.92,0.99,1.91,1,502,47,49
0.90,0.37,-0.22,0.98,1.40,-0.92,1.00,1.94,1,501,47,52
0.90,0.37,-0.22,1.10,1.34,-0.61,0.99,1.84,1,502,47,53
0.90,0.37,-0.22,1.22,1.34,-0.67,1.00,1.93,1,501,44,50
0.90,0.37,-0.22,1.10,1.10,-0.85,0.99,1.77,1,499,47,51
0.90,0.37,-0.22,1.28,1.28,-0.73,1.00,1.96,1,498,47,50
0.90,0.37,-0.22,1.40,1.34,-0.55,0.99,2.02,1,500,46,51
0.89,0.37,-0.22,1.16,1.28,-0.61,0.99,1.83,1,498,45,53
0.90,0.37,-0.22,1.04,1.34,-0.79,0.99,1.87,1,496,47,52
0.90,0.37,-0.22,1.04,1.28,-0.92,0.99,1.89,1,495,48,51
0.90,0.37,-0.22,1.10,1.28,-0.85,1.00,1.89,1,497,49,52
0.90,0.37,-0.22,1.16,1.28,-0.73,0.99,1.88,1,493,46,51
0.90,0.37,-0.22,0.98,1.28,-0.92,0.99,1.85,1,492,46,50
0.90,0.37,-0.22,0.79,1.34,-0.79,0.99,1.75,1,487,48,53
0.90,0.37,-0.22,0.79,1.28,-0.85,1.00,1.73,1,485,47,53
0.90,0.37,-0.22,1.10,1.34,-0.79,1.00,1.91,1,486,45,53
0.90,0.37,-0.22,1.16,1.34,-0.73,0.99,1.92,1,484,48,49
0.90,0.37,-0.22,1.22,1.40,-0.79,1.00,2.02,1,484,45,53
0.90,0.37,-0.22,1.16,1.16,-0.73,1.00,1.80,1,483,48,53
0.90,0.37,-0.22,1.22,1.28,-0.67,0.99,1.89,1,481,47,53
0.90,0.37,-0.22,1.10,1.22,-0.79,1.00,1.82,1,481,47,49
0.90,0.37,-0.22,1.34,1.16,-0.73,1.00,1.92,1,482,48,50
0.90,0.37,-0.22,1.10,1.10,-0.61,0.99,1.67,1,479,48,52
0.90,0.37,-0.22,1.28,1.28,-0.67,0.99,1.93,1,478,48,53
0.90,0.37,-0.22,1.04,1.40,-0.85,0.99,1.94,1,479,47,53
0.90,0.37,-0.22,0.67,1.34,-0.98,0.99,1.79,1,479,48,52
0.90,0.37,-0.22,0.79,1.46,-0.85,1.00,1.87,1,476,47,54
0.90,0.37,-0.22,0.85,1.22,-0.67,0.99,1.63,1,476,48,53
0.90,0.37,-0.22,1.10,1.28,-0.85,1.00,1.89,1,476,48,54
0.90,0.37,-0.22,1.10,1.16,-0.92,0.99,1.84,1,476,48,52
0.90,0.37,-0.22,1.46,1.28,-0.98,0.99,2.18,1,474,47,53
0.90,0.37,-0.22,1.34,1.10,-0.85,0.99,1.93,1,473,46,55
0.90,0.37,-0.22,1.46,1.22,-0.67,0.99,2.02,1,474,47,53
0.90,0.37,-0.22,0.92,1.22,-0.79,0.99,1.72,1,472,46,52
0.90,0.37,-0.22,1.28,1.10,-0.79,1.00,1.87,1,474,47,52
0.90,0.37,-0.22,1.16,1.34,-0.79,0.99,1.94,1,472,46,53
0.90,0.37,-0.22,1.34,1.34,-0.61,1.00,1.99,1,472,49,51
0.90,0.37,-0.22,1.10,1.34,-0.85,0.99,1.93,1,471,49,53
0.90,0.37,-0.22,0.98,1.22,-0.92,1.00,1.81,1,471,48,53
0.89,0.38,-0.19,0.85,1.34,-0.85,0.98,1.81,1,479,48,56
0.89,0.36,-0.24,3.23,0.43,-0.49,0.99,3.30,1,577,46,55
0.89,0.38,-0.20,8.97,-0.24,-0.49,0.99,8.99,1,639,47,55
0.87,0.39,-0.21,10.99,-0.18,1.10,0.98,11.04,1,706,47,54
0.88,0.44,-0.23,11.41,-0.43,2.56,1.01,11.71,1,717,51,41
0.98,0.74,-0.35,23.19,-4.94,-3.91,1.28,24.03,1,723,51,26
0.98,0.77,-0.13,3.85,-11.84,-20.63,1.25,24.10,1,705,54,19
0.86,0.45,0.06,-11.23,-1.59,-42.05,0.97,43.56,1,689,49,17
0.86,0.30,-0.11,-22.03,18.55,-44.37,0.92,52.90,1,682,45,17
0.92,0.07,-0.35,-15.14,17.03,-37.05,0.98,43.49,1,683,43,15
0.85,-0.08,-0.23,-6.90,7.57,-14.22,0.89,17.52,1,679,44,17
0.88,0.18,-0.23,-1.65,5.74,5.62,0.93,8.20,1,667,45,15
0.95,0.37,-0.22,-0.55,3.54,9.03,1.04,9.72,1,655,45,15
1.00,0.49,-0.25,-0.43,1.77,2.69,1.14,3.24,1,653,46,15
0.92,0.41,-0.17,-2.56,3.36,-6.53,1.03,7.78,1,683,44,15
0.91,0.29,-0.22,-4.70,7.32,-11.54,0.98,14.45,1,725,42,16
0.92,0.18,-0.30,-1.10,5.37,-9.22,0.99,10.72,1,738,41,18
0.90,0.17,-0.24,1.65,0.85,-1.95,0.95,2.69,1,741,38,17
0.91,0.24,-0.23,4.21,-0.24,3.85,0.97,5.71,1,730,38,19
0.92,0.31,-0.23,5.19,-0.98,6.59,1.00,8.45,1,724,43,17
0.93,0.34,-0.23,5.25,-0.98,5.13,1.02,7.40,1,720,42,17
0.93,0.34,-0.21,4.09,-0.49,1.10,1.01,4.26,1,717,42,16
0.92,0.30,-0.20,1.89,1.34,-0.92,0.99,2.49,1,715,42,16
0.91,0.27,-0.21,0.49,2.93,-0.49,0.97,3.01,1,711,44,15
0.92,0.28,-0.24,-0.06,3.54,1.04,0.99,3.69,1,708,44,16
0.92,0.31,-0.23,-0.18,2.62,2.87,1.00,3.89,1,705,44,15
0.92,0.32,-0.23,0.85,1.28,3.42,1.00,3.75,1,702,44,17
0.91,0.33,-0.20,0.31,1.77,2.50,0.99,3.08,1,703,41,17
0.91,0.33,-0.22,-1.10,3.66,1.40,1.00,4.07,1,704,43,15
0.92,0.32,-0.24,-1.28,3.66,0.31,1.01,3.89,1,705,44,15
0.93,0.31,-0.25,0.18,2.75,-0.06,1.01,2.75,1,708,43,16
0.91,0.29,-0.22,-0.49,2.50,0.37,0.98,2.58,1,711,43,17
0.91,0.30,-0.23,-1.04,3.54,1.34,0.99,3.93,1,711,42,16
0.92,0.31,-0.26,-0.37,2.87,1.83,1.00,3.42,1,705,42,17
0.93,0.33,-0.26,0.73,1.10,1.46,1.02,1.97,1,701,40,18
0.92,0.33,-0.25,1.71,-0.12,0.55,1.01,1.80,1,697,42,16
0.93,0.33,-0.25,2.50,-1.40,-0.92,1.02,3.01,1,693,42,16
0.92,0.35,-0.23,2.99,-2.01,-2.26,1.01,4.25,1,695,41,17
0.92,0.35,-0.21,2.56,-0.61,-5.19,1.00,5.82,1,693,41,18
0.92,0.30,-0.23,1.46,0.98,-7.02,1.00,7.24,1,700,42,19
0.92,0.25,-0.26,4.09,-0.92,-3.78,0.99,5.65,1,706,43,18
0.91,0.24,-0.24,5.68,-2.50,-0.24,0.97,6.21,1,711,40,18
0.90,0.26,-0.21,6.47,-2.56,3.72,0.96,7.89,1,711,41,19
0.90,0.30,-0.18,4.82,-0.73,5.55,0.97,7.39,1,707,43,16
0.92,0.34,-0.22,2.99,1.65,4.94,1.01,6.01,1,703,44,18
0.92,0.34,-0.22,1.71,1.59,3.05,1.01,3.84,1,701,43,19
0.91,0.32,-0.20,0.43,2.75,1.16,0.99,3.01,1,697,42,19
0.92,0.30,-0.22,-1.04,4.33,0.18,0.99,4.46,1,698,44,15
0.92,0.30,-0.23,-0.92,4.15,1.16,0.99,4.41,1,694,43,17
0.92,0.31,-0.24,0.12,3.05,2.32,1.00,3.84,1,692,42,15
0.92,0.32,-0.24,1.16,2.08,2.44,1.01,3.41,1,690,44,18
0.92,0.32,-0.23,2.08,1.34,2.75,1.00,3.70,1,690,41,18
0.91,0.33,-0.23,2.56,0.85,2.87,1.00,3.94,1,689,43,15
0.91,0.33,-0.22,2.50,0.49,2.32,1.00,3.45,1,688,44,17
0.91,0.35,-0.22,1.89,1.16,1.10,1.00,2.48,1,690,44,17
0.92,0.34,-0.23,1.34,1.53,-0.85,1.00,2.20,1,690,43,16
0.91,0.34,-0.23,0.85,1.83,-2.20,1.00,2.99,1,691,42,17
0.93,0.32,-0.25,1.28,1.53,-3.17,1.01,3.75,1,689,45,19
0.92,0.30,-0.24,1.89,0.18,-2.50,1.00,3.14,1,689,42,17
0.90,0.32,-0.20,1.04,0.92,-2.87,0.98,3.18,1,689,45,17
0.92,0.32,-0.23,-0.37,2.75,-3.30,1.00,4.31,1,691,44,16
0.92,0.31,-0.23,-0.31,2.14,-3.42,1.00,4.04,1,690,44,17
0.92,0.31,-0.25,0.37,1.89,-2.87,1.00,3.46,1,691,42,17
0.91,0.29,-0.22,1.22,0.67,-2.26,0.98,2.65,1,692,44,19
0.90,0.28,-0.21,0.92,0.98,-0.37,0.97,1.39,1,695,44,19
0.91,0.29,-0.24,1.65,1.77,1.28,0.99,2.74,1,694,41,20
0.92,0.31,-0.23,2.08,1.28,2.32,1.00,3.37,1,690,42,18
0.92,0.32,-0.24,2.32,0.98,2.08,1.01,3.26,1,691,43,18
0.91,0.33,-0.22,1.83,1.34,1.53,0.99,2.74,1,691,45,17
0.91,0.31,-0.22,1.16,1.77,0.67,0.99,2.22,1,691,44,17
0.91,0.31,-0.23,0.79,2.26,1.40,0.99,2.77,1,689,45,20
0.92,0.31,-0.24,1.16,1.59,1.95,1.00,2.77,1,689,41,17
0.91,0.33,-0.22,1.95,0.92,2.81,1.00,3.54,1,688,45,18
0.91,0.35,-0.20,0.55,1.65,1.65,0.99,2.39,1,688,44,19
0.92,0.35,-0.23,-0.37,3.17,-0.85,1.01,3.31,1,689,46,19
0.92,0.32,-0.25,-0.24,3.30,-1.95,1.01,3.84,1,687,44,17
0.92,0.30,-0.26,1.89,1.22,-0.92,1.00,2.43,1,686,45,18
0.91,0.31,-0.24,3.60,-0.24,0.49,0.99,3.64,1,686,44,17
0.91,0.32,-0.23,3.91,-0.37,1.59,0.99,4.23,1,686,42,18
0.91,0.35,-0.22,3.48,-0.24,1.04,1.00,3.64,1,688,45,18
0.92,0.36,-0.23,2.01,0.67,-1.77,1.02,2.76,1,686,47,16
0.92,0.34,-0.23,0.43,1.53,-3.72,1.00,4.05,1,686,45,19
